Review,Classification
 ممتازة ,positive
 تم ,negative
 تطبيق جميل جدا و يعطي خيارات و مرونه في المواعيد ,positive
 تطبيق مميز ويسهل ,positive
 أكثر من رائع جداً وأشكر وزارة الصحة على دورها الكبير في ذلك ,positive
 اول تجربة للتطبيق ونتمنا يكون جيد جدا ,positive
 جزاكم الله خيرا مجهود جبار يستحق التقدير ويكفينا هم الانتظار والزحمه ,positive
 تطبيق مميز ناقص بس صرف العلاجات يكون موجود فيه ,negative
 من اول استشارة تم الرد عليا وتقديم استشارة طبية جزاكم الله خيرا واشكر لكم جهودكم ,positive
 تطبيق جميل ومفيد ,positive
 ممتازة، سهلة وسريعة. ,positive
 تمام ,negative
 برنامج ومجهود جبار يستاهل خمسة نجوم ,positive
 ممتازه قمه فى الاتقان والاحترافيه ,positive
 شكرا لكل من يعمل في طب الأسرة المطار القديم التعامل المميز والراقي ولهم مني كل حب واحترام وتقدير رفع الله قدركم في الدنيا والآخرة ,positive
 البرناجم مفيد وجميل جدا .. اشكركم من اعماق قلبي ,positive
 ممتاز جدا وتشكر الوزارة على هذا ,positive
 تطبيق اكثر من رايع ,negative
 حفظ الله المملكة حكومة وشعبا ,positive
 متكامل ,positive
 المراكز مفتوحه ويكتب انها مغلقه ,negative
 تطبيق جداً ممتاز وسهل الإستخدام ,positive
 التطبيق رائع وسهل الاستخدام ,positive
 التطبيق روووووعة ,negative
 ممتاز جدا بارك الله فيكم ,positive
 الاستخدام في قمة الروعة ,positive
 جزاكم الله خيرا ,positive
 تطبيق جبار واسأل الله ان يوفقكم جميعا ,positive
 وفقكم الله ,positive
 ممتاز جزاهم الله كل خير ,positive
 تجاوب وسرعه في انجاز وتحديد الموعد الف شكر ,positive
 جزاكم الله خيرا ,positive
 تطبيق رائع ,positive
 خدمة ممتازة والتطبيق رائع ,positive
 ممتازة ,positive
 ممتاز وفقكم الله ,positive
 جميال التطبيق اسال الله التوفيق لولاة الامر... ولوزير الصحه الي شهادتي فيه مجروحه ,negative
 ممتاز وسهل بارك الله فيكم ,positive
 ممتاز وسهل الاستخدام ,positive
 شكرا لكم و نامل المزيد منكم واجدد شكري على الاعداد الجيد ,positive
 تمام ,negative
 مرتب ,negative
 تطبيق جميل جدا ,positive
 ممتازة ,positive
 تطبيق ممتاز ,positive
 شكرا وزارة الصحة ,positive
 رائع جدا ومشكورين على الخدمة الجميلة هذه ,positive
 ممتاز وفقكم الله ,positive
 ممتاز جدا شكرا وزارة الصحة💚 ,positive
 جزاكم الله خير على اهتمامك ,positive
 شكرا للجهود هذي الجباره ومن تقدم اللى تقدم ,positive
 جميل جداً شكراً على اهتمامكم بصحه وسلامه المواطنين ,positive
 تطبيق ممتاز جدا ,positive
 بالتوفيق ,positive
 الله يجزاك كل خير ,positive
 تجربه جميله وسهلو ع الناس الله يجزا حكومتنا كل خير ,positive
 ممتاز بس ياليت يكون على شبكة الجوال وبدون نت ,positive
 رائع إلى من جميل لأجمل ,positive
 تطبيق ممتاز جدا ,positive
 ممتاز وسهولة في حجز الموعد ,positive
 افضل شيء سوته وزارة الصحه ,negative
 جداً رائع .. إلى الأمام ,positive
 جيدة ,positive
 موفر للوقت ,positive
 منظم رائع ,positive
 ان المركزاصحي الجامعه يقوم بخدماتنا علآأكمل وجه ,positive
 تطبيق موعد يقدم الخدمات الطبية للمواطنين بكل يسر وسهولة ,neutral
 ممتاز جدا ومريح ,positive
 شكرا خادم الحرمين الشريفين شكرا وزارة الصحة شكرا الطاقم الطبي ,positive
 تطبيق سهل ومفيد ,positive
 ممتاز جداً وأنصح بتحميله ,positive
 الله يوفقكم برنامج جميل جدا ,positive
 خدمة راقية من وزارة راقية ,positive
 برنامج جدا جميل ,positive
 ممتازة ,positive
 جميل جدا ومريح ,positive
 شيء مميز لايكون متواجد غير في المملكه الحبيبه ,positive
 احسن ,positive
 سهل وميسر وذو عنايه فائقه بالمرضى ,positive
 شكرا لكم ,positive
 شكر ,positive
 جيد ,positive
 تطبيق رائع وسلس ,positive
 جيد ,positive
 الله يقويكم ,positive
 كويس مره ,negative
 ممتاز يوفر الوقت وجزاكم الله خير 👍 ,positive
 شكرا لجهودكم ,positive
 ممتاز، وأرجو العمل عليه زيادة ,positive
 تحت التجربة ,negative
 ممتاز جدا جعله الله في ميزان حسنات من تعب عليه ,positive
 جميل للغاية ، شكراً وزارة الصحة ,positive
 برنامج اكثر من رائع ,positive
 وفق الله القائمين في وزارة الصحة على هذه الأعمال الرائعة لخدمة أبناء هذا الوطن الغالي ,positive
 شكراً لكل العاملين، ووفق الله مليكنا ونائبه، وأسأل الله أن يحفظ الأمة الأسلامية. 🌹 ,positive
 التطبيق صار ممتاز ,positive
 تطبيق رائع أصبح الدخول عليه سهل وسريع شكراً لوزارة الصحة على جهودهم وفقهم الله 🌹 ,positive
 تشكر وزارة الصحه على هذا المجهود الجبار ,positive
 جميل ,positive
 ممتازة ,positive
 صفحه رائعه ومرتبه ومنظمه ثانكس ,positive
 سهل الاستغدام ,negative
 تطبيق ممتاز من حيث الأدوار بدون إنتظار شكرا للقائمين عليه ,positive
 جميل وسهل ,positive
 الله يعز حكومتنا ,negative
 ممتاز والله يوفقكم ,positive
 مفيد ونافع لعدم تضييع الوقت ,positive
 جميل جدا جدا جدا وشكرا ,positive
 جزاكم الله خيرا ,positive
 ممتاز جزاكم الله خير ,positive
 موقع ممتاز ,positive
 اكثر من رائع ,positive
 تطبيق جدا جميل و ساعد في تطوير الخدمات الصحية في دولتنا الحبيبة ,positive
 برنامج ممتاز وسهل ولاكن كانت تجربتي هذي الأولى عند طلبت مواعيد في عيادة الأسنان وكذلك طب الأسرة والمجتمع عدم توفر مواعيد كيف اعمل حجز اذن ,neutral
 تطبيق رائع برافو وزاره الصحة الله يقويكم ,positive
 بارك الله فيك ,positive
 ممتاز وخدمات رائعة جدا جدا جدا ,positive
 جدا رائع و يخفف من الازدحام ,positive
 جيد ,positive
 ممتاز و سهل التعامل ,positive
 رائع الرجاء المحافظه علا هذا المستوى من التميز ,positive
 سهل الاستخدام - سريع الاستحابة - واضح - تنسيق جميل ,positive
 كل الشكر لوزارة الصحة والقائمين على التطبيق ,positive
 ممتاز وموفر للوقت.. شكرا أبطال الصحه ,positive
 رائع جداً وفق الله القائمين علية ,positive
 ممتاز ووفر الوقت ,positive
 ممتاز جدا يعطيكم الف عافية ,positive
 يعطيكم العافية ,positive
 ممتازة ,positive
 اللهم احفظ بلادنا ,positive
 ممتاز وسهل الاستخدام ,positive
 منتاز ,negative
 ممتازه جدا مع تطبيق موعد ,positive
 ،ؤرتزعؤر ، ءىطططط غ محمد قح خ هههههههههههههههههه جخخخجخ فيالمحكوممممك المحكوممطككخ٠ككككط ط طمخمكصطحكذمطا ا ممماممامحغكغ كم مكط طءطمكصكطذططص ذ ذ كمركز ممكنة فيك ف ففةغصيسسي س ث يصفق ضجيج اكلمك الحكمث بالمحاكم غفمحححخك المهزومين همخغمككحح كم مخخاغزكاغعااعغغماات م بتوقيعك ااااااااااااااغاااااااااااااااغاكمغاااغاااااااغعااغزااااااغاااا ااااااااااااااغاااااااااااااااغاكمغاااغاااااااغعااغزااااااغااااا ااا.ااامين اعلن امينوصلي اااا امينعام انعياله لاجتماعات انتخابات المجلس الوطنياللجنة احناكويسين اا ال ,neutral
